Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;ESTEIO;SIM REDE DE POSTOS LTDA; 07.473.735/0079-41;RODOVIA BR 116;4146;KM    258;NOVO ESTEIO;93270-000;GASOLINA ADITIVADA;08/07/2026;6,26;;R$ / litro;BRANCA
SE;RJ;ARARUAMA;AUTO POSTO MONTEIROS DE ARARUAMA LTDA; 12.573.801/0001-25;RODOVIA AMARAL PEIXOTO;SN;KM    83                  LOTE  A1 E B1;CAPA AZUL;28970-000;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;VIBRA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0076-07;RODOVIA BR-116;11520;KM    142.5                     ENCRUZ. DE ANA RECH;SAO CRISTOVAO;95059-520;GASOLINA ADITIVADA;07/07/2026;6,66;;R$ / litro;BRANCA
SE;SP;GUARUJA;JOSÉ TELES DE ANDRADE JÚNIOR - EPP; 15.181.252/0001-31;RUA  WASHINGTON;691;693 E 695;VILA MAIA;11410-150;GASOLINA ADITIVADA;06/07/2026;7,19;;R$ / litro;VIBRA
NE;BA;VITORIA DA CONQUISTA;MC PLUS2 COMERCIO DE COMBUSTIVEIS LTDA; 16.729.419/0001-19;AVENIDA PRESIDENTE DUTRA;2469;;CENTRO;45000-010;GASOLINA ADITIVADA;06/07/2026;7,09;;R$ / litro;IPIRANGA
SE;SP;SALTO;POSTO PORTAL DO PARQUE LTDA; 17.035.495/0001-97;AVENIDA GETULIO VARGAS;952;": GLEBA AA1-JK;";JARDIM ELIZABETH;13326-000;GASOLINA ADITIVADA;08/07/2026;6,79;;R$ / litro;RAIZEN
SE;RJ;SANTO ANTONIO DE PADUA;POSTO ALTEZA COMERCIO E INDUSTRIA LTDA; 00.502.875/0003-53;AV FLORISMUNDO DECNOP;490;;TAVARES;28470-000;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;OTAMIL DERIVADOS DE PETROLEO LTDA; 19.131.398/0001-23;AVENIDA ADNO MUSSER;1000;;JARDIM PRIMAVERA;45810-000;GASOLINA ADITIVADA;07/07/2026;7,55;;R$ / litro;IPIRANGA
SE;SP;ITAPECERICA DA SERRA;CENTRAL AUTOMOTIVO DE ABASTECIMENTO BANDEIRA II LTDA.; 18.781.303/0001-54;PRACA DAS BANDEIRAS;66;;CENTRO;06850-005;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;BRANCA
SE;SP;JACAREI;LEAO CENTER AUTO POSTO LTDA; 18.019.333/0001-28;RODOVIA GENERAL EURYALE DE JESUS ZERBINE;2880;KM 89;SAO SILVESTRE;12340-970;GASOLINA ADITIVADA;06/07/2026;6,29;;R$ / litro;BRANCA
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0023-68;RODOVIA BR 386;6584;SALA  07;BOM PASTOR;95900-010;GASOLINA ADITIVADA;08/07/2026;6,48;;R$ / litro;RAIZEN
SE;MG;JANUARIA;POSTO JABES E FILHO LTDA; 16.906.238/0001-10;AVENIDA CONEGO RAMIRO LEITE;1790;;VILA BRASILINA;39480-000;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;BRANCA
SE;MG;CORONEL FABRICIANO;POSTO AVENIDA DE FABRICIANO LTDA; 19.257.895/0001-72;AVENIDA DOUTOR JOSE DE MAGALHAES PINTO;693;"LETRA: A;";GIOVANINI;35170-096;GASOLINA ADITIVADA;08/07/2026;6,64;;R$ / litro;RAIZEN
S;RS;CACHOEIRINHA;REDE DE POSTOS APOLO LTDA; 09.164.791/0003-21;AVENIDA FLORES DA CUNHA;2097;;VILA CACHOEIRINHA;94910-000;GASOLINA ADITIVADA;09/07/2026;6,59;;R$ / litro;IPIRANGA
SE;SP;BEBEDOURO;DELEVATTI COMERCIO DE COMBUSTIVEIS LTDA; 18.339.539/0001-35;RODOVIA BRIGADEIRO FARIA LIMA;S/N;KM    378 MAIS 50 METROS;ZONA RURAL;14700-005;GASOLINA ADITIVADA;06/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;SUZANO;AUTO POSTO VILA URUPES LTDA; 15.831.038/0001-83;RUA CABOCLOS;470;;VILA URUPES;08615-190;GASOLINA ADITIVADA;06/07/2026;7,19;;R$ / litro;VIBRA
SE;SP;JACAREI;POSTO DE SERVICOS SHOPPING TREVO LTDA; 03.166.277/0001-87;RUA ANTONIO AFONSO;23;;CENTRO;12327-270;GASOLINA ADITIVADA;06/07/2026;6,59;;R$ / litro;VIBRA
SE;SP;LIMEIRA;POSTO UNIAO DE LIMEIRA LTDA; 17.337.055/0001-94;RODOVIA ANHANGUERA (SP 330);S/N;KM    134;JARDIM NOVA LIMEIRA;13486-199;GASOLINA ADITIVADA;06/07/2026;7,49;;R$ / litro;RAIZEN
SE;MG;ARAXA;ALBANO DE AZEVEDO E SOUZA & CIA LTDA; 03.572.854/0007-26;AVENIDA JOAO PAULO II;170;;CENTRO;38183-000;GASOLINA ADITIVADA;07/07/2026;6,59;;R$ / litro;IPIRANGA
SE;SP;ARACATUBA;POSTO DE SERVICOS VILA CARVALHO DE ARACATUBA II LTDA.; 18.404.660/0001-01;RUA AGUAPEI;1172;;VILA CARVALHO;16025-295;GASOLINA ADITIVADA;06/07/2026;6,19;;R$ / litro;BRANCA
SE;SP;RIO CLARO;AUTO POSTO RIO CLARENSE II LTDA; 18.227.914/0001-55;RUA 22 JSP;801;;JARDIM MIRASSOL;13503-098;GASOLINA ADITIVADA;09/07/2026;6,19;;R$ / litro;BRANCA
SE;SP;MAUA;AUTO POSTO DIVISA UM II LTDA.; 19.236.563/0001-01;AVENIDA CAPITAO JOAO;3804;;MATRIZ;09360-120;GASOLINA ADITIVADA;06/07/2026;6,39;;R$ / litro;VIBRA
SE;SP;MOGI DAS CRUZES;WALBRAX MOGI AUTO CENTER LTDA; 14.901.200/0001-20;AVENIDA FRANCISCO FERREIRA LOPES;4;;VILA JUNDIAI;08745-000;GASOLINA ADITIVADA;06/07/2026;6,39;;R$ / litro;VIBRA
NE;BA;IRECE;COSTA  MENDONCA DERIVADOS DE PETROLEO LTDA; 19.584.110/0001-76;AVENIDA PRIMEIRO DE JANEIRO;275;TERREO;CENTRO;44900-000;GASOLINA ADITIVADA;09/07/2026;6,95;;R$ / litro;BRANCA
CO;GO;PORANGATU;M5 COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES LTDA; 17.555.419/0001-02;AVENIDA ADELINO AMERICO DE AZEVEDO;SN;QUADRA27                  LOTE  02 E 03;SETOR LESTE;76550-000;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;VIBRA
SE;SP;MAUA;ECO POSTO MAUA LTDA; 17.270.274/0001-01;AVENIDA CLARISSE DE JESUS LAZARO BEDESCHI;153;;PARQUE SAO VICENTE;09371-067;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;SUMARE;CENTRO AUTOMOTIVO PORTAL BORDON LTDA; 12.482.957/0001-09;AVENIDA FUAD ASSEF MALUF;1840;;BAIRRO RESIDENCIAL BORDON;13175-090;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;IPIRANGA
SE;SP;POA;AUTO POSTO PADRE EUSTAQUIO LTDA; 19.644.825/0001-77;AVENIDA VINTE E SEIS DE MARCO;16;;CENTRO;08562-140;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;BRANCA
S;RS;CACHOEIRINHA;SIM REDE DE POSTOS LTDA; 07.473.735/0082-47;AVENIDA FREDERICO AUGUSTO RITTER;2151;;DISTRITO INDUSTRIAL;94930-598;GASOLINA ADITIVADA;09/07/2026;6,29;;R$ / litro;VIBRA
CO;GO;ANAPOLIS;AUTO POSTO JARDIM DAS AMERICAS LTDA; 13.302.490/0001-22;RUA CORONEL CORDEIRO, ESQ C/ RUA PROF IDALINA MAZZITELLI;SN;QUADRA 03                 LOTE   01, 02, 03 E 27;JARDIM DAS AMERICAS III ETAPA;75071-160;GASOLINA ADITIVADA;09/07/2026;6,89;;R$ / litro;IPIRANGA
S;PR;CAMBE;BRZ COMERCIO DE COMBUSTIVEIS LTDA; 19.440.667/0001-33;AVENIDA ROBERTO CONCEICAO;822;"LOTE: 34-A3-A1;";PARQUE MORUMBI;86180-970;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;IPIRANGA
SE;RJ;SAO GONCALO;AUTO POSTO IMBASSAI RIO DO OURO LTDA; 18.416.410/0001-83;ESTRADA RIO DO OURO;471;LOTE 16                   QUADRA B;RIO DO OURO;24753-561;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;VIBRA
SE;RJ;RIO BONITO;AUTO POSTO PRIMEIRAO DE RIO BONITO LTDA; 18.816.369/0001-32;AVENIDA MARTINHO DE ALMEIDA;20;;MANGUEIRINHA;28800-000;GASOLINA ADITIVADA;08/07/2026;6,49;;R$ / litro;VIBRA
SE;RJ;SAQUAREMA;AUTO POSTO TREVO DE PRAIA SECA LTDA; 04.701.270/0001-80;RODOVIA AMARAL PEIXOTO;77;;PRAIA SECA;28993-975;GASOLINA ADITIVADA;07/07/2026;7,14;;R$ / litro;VIBRA
SE;SP;COSMOPOLIS;AUTO POSTO STOCCO LTDA; 19.027.738/0001-70;RUA ANTONIO CARLOS NOGUEIRA;404;;CENTRO;13150-001;GASOLINA ADITIVADA;07/07/2026;6,59;;R$ / litro;RAIZEN
S;RS;BENTO GONCALVES;S S COMERCIO DE COMBUSTIVEIS SA; 01.991.461/0021-80;TRAVESSA HILARIO MATTEVI;5;;SANTA RITA;95700-010;GASOLINA ADITIVADA;07/07/2026;6,69;;R$ / litro;IPIRANGA
SE;MG;JUIZ DE FORA;AUTO POSTO ENERGIA JUIZ DE FORA LTDA; 20.040.107/0001-70;AVENIDA GARCIA RODRIGUES PAES;15016;AREA B2;BARBOSA LAGE;36085-680;GASOLINA ADITIVADA;08/07/2026;6,76;;R$ / litro;RAIZEN
SE;SP;TAUBATE;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.256.893/0032-37;RODOVIA   OSWALDO CRUZ;3900;;JARDIM JULIETA;12090-700;GASOLINA ADITIVADA;06/07/2026;6,24;;R$ / litro;BRANCA
SE;SP;JALES;AUTO POSTO MALONI LTDA; 11.690.729/0003-15;AVENIDA DR SHIGUERO KITAYAMA;SN;LOTE S/D;ACESSO SP 320;15700-002;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;IPIRANGA
SE;SP;ADAMANTINA;MARCIO A SPOSITO TRANSPORTES LTDA; 54.187.588/0001-63;AVENIDA MARECHAL CASTELO BRANCO;420;;VILA JAMIL DE LIMA;17800-000;GASOLINA ADITIVADA;07/07/2026;6,71;;R$ / litro;IPIRANGA
S;RS;PELOTAS;SIM REDE DE POSTOS LTDA; 07.473.735/0054-93;AVENIDA FERREIRA VIANA;3;;AREAL;96085-000;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;VIBRA
SE;MG;ARAXA;AUTO POSTO TREVO RIO BRANCO LTDA; 19.602.000/0001-90;AVENIDA MINISTRO OLAVO DRUMMOND;2950;;AEROPORTO;38180-400;GASOLINA ADITIVADA;07/07/2026;6,34;;R$ / litro;RIO BRANCO
SE;SP;COTIA;POSTO VILA NOVA COTIA LTDA; 16.774.054/0001-44;ESTRADA PADRE INACIO;60;;JARDIM PETROPOLIS;06700-450;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;IPIRANGA
S;RS;ESTEIO;SIM REDE DE POSTOS LTDA; 07.473.735/0089-13;RUA RIO GRANDE;930;;CENTRO;93265-000;GASOLINA ADITIVADA;08/07/2026;6,29;;R$ / litro;VIBRA
SE;SP;MAUA;AUTO POSTO ZAIRAO LTDA; 18.780.276/0001-03;AVENIDA LUIZ MARCOLINO;56;ESQ AV PRES CAST BRA      1.337;JD ZAIRA;09320-680;GASOLINA ADITIVADA;06/07/2026;7,09;;R$ / litro;VIBRA
S;RS;SANTANA DO LIVRAMENTO;COMERCIAL DE COMBUSTIVEIS STAEVIE LTDA.; 02.554.226/0004-02;AVENIDA ALMIRANTE TAMANDARÉ;494;;CENTRO;97574-210;GASOLINA ADITIVADA;08/07/2026;7,15;;R$ / litro;IPIRANGA
SE;SP;DIADEMA;ROSSO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 20.306.956/0001-23;AVENIDA CORREDOR ABD (VL S JOSE);1127;;PIRAPORINHA;09950-461;GASOLINA ADITIVADA;06/07/2026;6,49;;R$ / litro;BRANCA
SE;MG;BOM DESPACHO;POSTO MIGUEL E MOREIRA LTDA; 19.432.638/0001-20;RUA DO ROSARIO;564;;SAO JOAO;35600-000;GASOLINA ADITIVADA;09/07/2026;6,45;;R$ / litro;IPIRANGA
NE;BA;IPIRA;COMERCIO DE COMBUSTIVEIS CENTRAL IPIRA LTDA; 19.681.411/0001-18;RUA VALDOMIRO LINS;S/N;": POSTO DE GASOLINA;";CENTRO;44600-000;GASOLINA ADITIVADA;08/07/2026;6,94;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS CASA PONTO LTDA; 20.248.646/0001-08;RUA JOSE DO PATROCINIO;17;;RIO BRANCO;93310-240;GASOLINA ADITIVADA;09/07/2026;6,15;;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;AUTO POSTO JONGA II COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 14.356.970/0001-39;RODOVIA GOVERNADOR MARIO COVAS;S/N;;SAUIPE;48013-756;GASOLINA ADITIVADA;09/07/2026;6,71;;R$ / litro;LARCO
S;RS;PORTO ALEGRE;SIM REDE DE POSTOS LTDA; 07.473.735/0095-61;AVENIDA IPIRANGA;999;;PRAIA DE BELAS;90160-092;GASOLINA ADITIVADA;07/07/2026;6,37;;R$ / litro;VIBRA
SE;MG;NOVA LIMA;POSTO CHEFAO LTDA; 19.751.553/0001-04;AVENIDA TORONTO;470;;JARDIM CANADA;34000-973;GASOLINA ADITIVADA;07/07/2026;6,58;;R$ / litro;RAIZEN
SE;MG;JUIZ DE FORA;POSTO CIDADE ALTA LTDA; 19.556.636/0001-42;AVENIDA PRESIDENTE COSTA E SILVA;2435;;SAO PEDRO;36037-000;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;VIBRA
NE;BA;LIVRAMENTO DE NOSSA SENHORA;POSTO DE COMBUSTIVEIS SILVA PEREIRA LTDA; 19.672.870/0001-35;AVENIDA PRESIDENTE VARGAS;1081;COMODO;CENTRO;46140-000;GASOLINA ADITIVADA;09/07/2026;7,70;;R$ / litro;BRANCA
S;PR;CORNELIO PROCOPIO;R. L. S. - COMERCIO DE COMBUSTIVEIS LTDA; 20.436.809/0001-78;AVENIDA XV DE NOVEMBRO;769;;CENTRO;86300-000;GASOLINA ADITIVADA;08/07/2026;7,09;;R$ / litro;IPIRANGA
SE;RJ;RESENDE;POSTO SOL DA DUTRA LTDA.; 06.012.414/0004-60;RODOVIA PRESIDENTE DUTRA;S/N;KM 304;PARAISO;27536-000;GASOLINA ADITIVADA;06/07/2026;6,59;;R$ / litro;IPIRANGA
NE;BA;SERRINHA;PEDRAS PRODUTOS DE PETROLEO LTDA; 19.163.552/0001-49;AVENIDA DEP MANOEL NOVAES;1117;;CENTRO;48700-000;GASOLINA ADITIVADA;09/07/2026;6,86;;R$ / litro;BRANCA
SE;SP;SERTAOZINHO;AUTO POSTO SAO PEDRO DE SERTAOZINHO LTDA; 16.632.679/0001-71;AVENIDA ALESSIO MAZER;35;;JARDIM NASSIM MAMED;14164-175;GASOLINA ADITIVADA;07/07/2026;6,84;;R$ / litro;IPIRANGA
S;RS;PELOTAS;SIM REDE DE POSTOS LTDA; 07.473.735/0103-06;AVENIDA FERREIRA VIANA;1695;;AREAL;96085-000;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;VIBRA
SE;RJ;NITEROI;AUTO POSTO DOMINGUES DE SA LTDA; 21.334.405/0001-36;AVENIDA ROBERTO SILVEIRA;283;;ICARAI;24230-151;GASOLINA ADITIVADA;08/07/2026;6,89;;R$ / litro;BRANCA
CO;GO;ANAPOLIS;AUTO POSTO UNIVERSITARIA LTDA; 19.482.949/0001-01;AVENIDA UNIVERSITARIA;1390;;VILA SANTA ISABEL;75083-350;GASOLINA ADITIVADA;09/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;SOROCABA;BARROS & GOMES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 04.159.302/0003-20;RUA DOUTOR AMERICO FIGUEIREDO;2975;;CONJUNTO HABITACIONAL JULIO DE MESQUITA FILHO;18053-000;GASOLINA ADITIVADA;07/07/2026;6,69;;R$ / litro;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS COMBUSTIVEIS LTDA; 13.902.675/0001-78;QUADRA 07;SN;LOTE  33 A;CAMPING CLUBE;72914-114;GASOLINA ADITIVADA;06/07/2026;6,34;;R$ / litro;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;AUTO POSTO MORAIS LTDA; 17.571.211/0001-87;QUADRA 25;SN;LOTE  12/13;PARQUE AGUAS BONITAS I;72926-048;GASOLINA ADITIVADA;06/07/2026;6,09;;R$ / litro;BRANCA
S;PR;CORNELIO PROCOPIO;C.F.B. COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 19.892.882/0001-75;AVENIDA DOM PEDRO  I;1510;;CONJUNTO SAO SILVESTRE;86300-000;GASOLINA ADITIVADA;08/07/2026;7,09;;R$ / litro;RAIZEN
SE;SP;RIBEIRAO PIRES;AUTO POSTO BOA PARADA LTDA; 20.964.875/0001-10;RUA CAPITAO JOSE GALLO;720;;CENTRO;09400-080;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;VIBRA
SE;SP;MOGI MIRIM;AUTO POSTO CAMINHO DAS ESTANCIAS LTDA; 19.151.533/0001-00;ROD. SP 147 - MOGI MIRIM-ITAPIRA;S/N;KM 54,2;PINHEIROS;13800-970;GASOLINA ADITIVADA;06/07/2026;6,49;;R$ / litro;IPIRANGA
NE;BA;FEIRA DE SANTANA;POSTO BRX LTDA; 19.878.814/0001-51;AVENIDA SAMPAIO;788;;CENTRO;44001-472;GASOLINA ADITIVADA;09/07/2026;6,86;;R$ / litro;VIBRA
S;RS;SANTANA DO LIVRAMENTO;TRANSDENARDI TRANSPORTES E COMERCIO DE COMBUSTIVEIS LTDA; 14.689.993/0001-65;AVENIDA ALMIRANTE SALDANHA DA GAMA;2406;;PRADO;97572-134;GASOLINA ADITIVADA;08/07/2026;6,93;;R$ / litro;SANTA LUCIA
NE;BA;TEIXEIRA DE FREITAS;POSTO DOIS IRMAOS DERIVADOS DE PETROLEO LTDA; 21.318.033/0001-54;AVENIDA SAO PAULO;920;;JARDIM CARAIPE;45990-710;GASOLINA ADITIVADA;08/07/2026;7,59;;R$ / litro;VIBRA
S;PR;GUARAPUAVA;BEGNINI COMERCIO DE COMBUSTIVEIS LTDA; 09.182.266/0002-58;AVENIDA MANOEL RIBAS;2760;;CONRADINHO;85055-010;GASOLINA ADITIVADA;08/07/2026;6,49;;R$ / litro;RAIZEN
SE;SP;SUMARE;AUTO POSTO JATOBA DE SUMARE LTDA; 18.747.986/0001-23;AVENIDA DA AMIZADE;3;;PARQUE JATOBA;13175-646;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;MOCOCA;HERO AUTO POSTO LTDA; 52.507.852/0002-54;AVENIDA JOAO BATISTA DE LIMA FIGUEIREDO;2973;;CENTRO;13730-005;GASOLINA ADITIVADA;08/07/2026;6,93;;R$ / litro;VIBRA
SE;SP;GUARUJA;NOVO PORTO AUTO POSTO LTDA; 17.860.937/0001-30;AVENIDA DOM PEDRO I;941;;CENTRO;11440-000;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;VIBRA
CO;GO;MINEIROS;JRT COMBUSTIVEIS LTDA; 19.850.532/0001-46;AVENIDA ANTONIO CARLOS PANIAGO ESQUINA C/ RUA 06;S/N;QUADRA01/05               LOTE  01 - B;LOTEAMENTO CAMBAUVA;75830-164;GASOLINA ADITIVADA;09/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;MAUA;POSTO DE SERVICOS ZAIRA LTDA; 21.021.106/0001-41;AVENIDA LUIS GONZAGA DO AMARAL;438;;JARDIM ZAIRA;09320-630;GASOLINA ADITIVADA;06/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;VOTORANTIM;AUTO POSTO CORREA SEMPRE ABASTECE VOTORANTIM EIRELI; 21.854.566/0001-50;RUA  DERLI PRADO FERREIRA;441;;PARQUE SAO JOAO;18115-760;GASOLINA ADITIVADA;07/07/2026;6,69;;R$ / litro;BRANCA
SE;SP;CATANDUVA;AVIP - COMERCIO DE PRODUTOS DE PETROLEO LTDA; 18.640.699/0001-10;AVENIDA SAO DOMINGOS;949;;VILA RODRIGUES;15801-330;GASOLINA ADITIVADA;08/07/2026;6,27;;R$ / litro;BRANCA
NE;BA;BRUMADO;POSTO MEIRA COMERCIO DE COMBUSTIVEIS LTDA; 05.291.198/0002-04;RODOVIA BR 030;286;;VITORIA DA CONQUISTA;46101-000;GASOLINA ADITIVADA;09/07/2026;7,94;;R$ / litro;RAIZEN
SE;RJ;BARRA DO PIRAI;AUTO POSTO MARACANA LTDA; 21.567.598/0001-75;RUA PAULO FERNANDES;224;;MARACANA;27140-000;GASOLINA ADITIVADA;09/07/2026;6,89;;R$ / litro;BRANCA
SE;RJ;SAO GONCALO;LUNA I COMBUSTIVEIS SAO GONCALO LTDA; 19.607.121/0001-24;RUA DOUTOR ALBERTO TORRES;128;;NEVES;24426-270;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;VIBRA
SE;SP;COTIA;AUTO POSTO COTIA I LTDA; 18.941.407/0001-89;RUA VALPARAISO;145;;CHACARA REMANSO;06726-315;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;VIBRA
S;RS;PELOTAS;SIM REDE DE POSTOS LTDA; 07.473.735/0093-08;AVENIDA FERNANDO OSORIO;3501;;TRES VENDAS;96050-970;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0003-24;AVENIDA MARECHAL FLORIANO PEIXOTO;20;;POIARES;11673-000;GASOLINA ADITIVADA;09/07/2026;6,89;;R$ / litro;RAIZEN
S;PR;PONTA GROSSA;POSTO BOA VISTA LTDA; 77.488.005/0007-25;RUA SIQUEIRA CAMPOS;2299;;UVARANAS;84031-030;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;RAIZEN
S;RS;PELOTAS;SIM REDE DE POSTOS LTDA; 07.473.735/0091-38;AVENIDA DOM JOAQUIM;650;;TRES VENDAS;96020-260;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;VIBRA
SE;RJ;PETROPOLIS;ECORODO BR 040 COMBUSTIVEIS LTDA; 13.672.382/0001-41;RODOVIA BR 040;SN;KM 68;ARARAS;25725-650;GASOLINA ADITIVADA;07/07/2026;7,39;;R$ / litro;VIBRA
S;RS;GRAVATAI;ABASTECEDORA DE COMBUSTIVEIS CONFIANCA LTDA; 20.707.919/0001-27;RUA DOIS DE NOVEMBRO;60;;SALGADO FILHO;94020-170;GASOLINA ADITIVADA;09/07/2026;6,66;;R$ / litro;BRANCA
NE;BA;FEIRA DE SANTANA;POSTO VIA PARQUE LTDA; 21.990.355/0001-45;RUA SAO SALVADOR;1380;;35O BI;44094-060;GASOLINA ADITIVADA;09/07/2026;7,39;;R$ / litro;BRANCA
SE;SP;JALES;COMERCIAL NOROESTE DE COMBUSTIVEIS LTDA.; 20.919.578/0001-53;RUA AYRTON SENNA DA SILVA;1238;;JARDIM ESTADOS UNIDOS;15700-252;GASOLINA ADITIVADA;06/07/2026;6,99;;R$ / litro;IPIRANGA
SE;SP;BARUERI;PORTAL ESTRELA DE BARUERI CENTRO AUTOMOTIVO LTDA; 20.538.619/0001-61;ESTRADA VELHA DE ITAPEVI;2341;;VILA MILITAR;06444-000;GASOLINA ADITIVADA;06/07/2026;6,39;;R$ / litro;IPIRANGA
SE;SP;HORTOLANDIA;AUTO POSTO GRUMARI HORTOLANDIA LTDA; 21.975.726/0001-10;AVENIDA ANHANGUERA;1001;;VILA REAL CONTINUACAO;13183-224;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;GUARUJA;AUTO POSTO CAJA LTDA; 21.470.837/0001-74;AVENIDA BIDU SAYAO;780;;BALNEARIO PRAIA DO PEREQUE;11446-480;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;VIBRA
SE;SP;BARRETOS;AUTO POSTO BARREGAS LTDA; 20.789.944/0001-05;RUA 18;1623;;ORTEGA;14783-248;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;VIBRA
SE;SP;MAUA;ESTACAO MAUA AUTO POSTO LTDA; 21.496.977/0001-11;PRACA VINTE E DOIS DE NOVEMBRO;205;;CENTRO;09310-100;GASOLINA ADITIVADA;06/07/2026;6,24;;R$ / litro;BRANCA
S;PR;CAMPO MOURAO;MACUCO AUTO POSTO LTDA; 18.985.303/0001-76;RUA PIONEIRO ALBERTO TANIGUT;34;;GLEBA 01, COLONIA MOURAO;87309-720;GASOLINA ADITIVADA;09/07/2026;6,59;;R$ / litro;VIBRA
CO;GO;LUZIANIA;AUTO POSTO MASUT LTDA; 14.639.047/0001-04;RODOVIA QUADRA 68 (BR 040);SN;"LOTE: A B;";PARQUE INDUSTRIAL MINGONE;72855-068;GASOLINA ADITIVADA;09/07/2026;5,99;;R$ / litro;MASUT DISTRIBUIDORA
SE;RJ;TRES RIOS;POSTO DE ABASTECIMENTO TRERIENSE LTDA; 10.845.332/0001-20;RUA NELSON VIANA;552;;PORTAO VERMELHO;25805-290;GASOLINA ADITIVADA;06/07/2026;7,04;;R$ / litro;BRANCA
SE;SP;CACAPAVA;AUTO POSTO CELSAO LTDA; 22.734.473/0001-55;RUA ANTONIO GUEDES TAVARES;12;;VILA MENINO JESUS;12289-010;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;RAIZEN
SE;SP;MARILIA;AUTO POSTO EXPRESS DE MARILIA LTDA; 20.303.069/0001-00;RUA ERNESTINA RAVANELLI;196;;JARDIM FONTANELLI;17502-510;GASOLINA ADITIVADA;10/07/2026;6,27;;R$ / litro;BRANCA
NE;BA;BRUMADO;AUTO POSTO AGUIA LTDA; 34.215.756/0001-70;AVENIDA CENTENARIO;1910;POSTO DE GASOLINA;RODOVIARIO - SEDE;46117-496;GASOLINA ADITIVADA;08/07/2026;7,65;;R$ / litro;BRANCA
S;PR;SANTO ANTONIO DA PLATINA;SANTA RITA COMERCIO DE COMBUSTIVEL E LUBRIFICANTE LTDA; 20.635.802/0001-85;RODOVIA BR 153 - KM 38;S/N;LOTE  12 E 13;TREVO BR 153 COM PR 092;86430-000;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;RAIZEN
SE;MG;BETIM;ABC DISTRIBUICAO DE PETROLEO LTDA; 13.117.591/0004-76;RUA ESPIRITO SANTO;173;;DECAMAO;32603-064;GASOLINA ADITIVADA;08/07/2026;5,85;;R$ / litro;BRANCA
