Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;PR;CAMPO MOURAO;AUTO POSTO GARRA LTDA; 09.476.803/0001-91;RODOVIA BR 158;3025;AVELINO PIACENTINI;JD NOSSA SENHORA APARECIDA;87309-650;DIESEL S10;23/07/2026;6,39;;R$ / litro;STANG
SE;MG;MONTES CLAROS;POSTO MOCAO DERIVADOS DE PETROLEO LTDA; 10.288.658/0001-02;AVENIDA DEPUTADO PLINIO RIBEIRO;3515;;JARDIM PALMEIRAS;39402-194;DIESEL;23/07/2026;6,49;;R$ / litro;RAIZEN
SE;MG;MONTES CLAROS;POSTO MOCAO DERIVADOS DE PETROLEO LTDA; 10.288.658/0001-02;AVENIDA DEPUTADO PLINIO RIBEIRO;3515;;JARDIM PALMEIRAS;39402-194;DIESEL S10;23/07/2026;6,69;;R$ / litro;RAIZEN
SE;SP;SAO PAULO; AUTO POSTO FERNANDO FALCÃO LTDA.; 10.203.186/0001-30;RUA FERNANDO FALCÃO;961;;ALTO DA MOOCA;03180-003;DIESEL S10;20/07/2026;7,39;;R$ / litro;VIBRA
NE;BA;BARREIRAS;POSTO TURBINAS LTDA; 09.263.502/0001-80;RUA PAULO AFONSO;1511;;BARREIRINHAS;47810-608;DIESEL S10;23/07/2026;7,39;;R$ / litro;BRANCA
CO;DF;BRASILIA;METRO COMERCIAL DE COMBUSTIVEIS LTDA; 09.232.995/0001-90;QUADRA QNM 25 AREA ESPECIAL;1;;CEILANDIA;72225-250;DIESEL S10;21/07/2026;6,98;;R$ / litro;BRANCA
SE;SP;SANTO ANDRE;CENTRO AUTOMOTIVO PAINEIRAS LTDA.; 09.429.276/0001-64;RUA ORATÓRIO;1100;;JARDIM DO CARMO;09280-550;DIESEL S10;20/07/2026;6,95;;R$ / litro;IPIRANGA
SE;SP;GUARULHOS;BR - 116 AUTO CENTER LTDA; 10.419.234/0001-21;ESTRADA GUARULHOS - NAZARE;13;;JARDIM CUMBICA;07162-000;DIESEL S10;22/07/2026;6,39;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO ZERO16 LTDA; 05.991.685/0001-07;RUA OTONE CORREA;1672;;BELA VISTA;15997-022;DIESEL;22/07/2026;5,95;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO ZERO16 LTDA; 05.991.685/0001-07;RUA OTONE CORREA;1672;;BELA VISTA;15997-022;DIESEL S10;22/07/2026;6,45;;R$ / litro;BRANCA
SE;SP;FRANCA;POSTO DAS ORQUIDEAS DE FRANCA LTDA; 07.483.168/0001-44;AVENIDA CHICO JULIO;3;;JARDIM INTEGRACAO;14405-252;DIESEL S10;20/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;SAO PAULO;POSTO DE SERVICOS AUTOMOTIVOS E COMERCIO DE COMBUSTIVEIS MERLOT LTDA; 10.318.096/0001-94;AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA;3941;;JABAQUARA;04325-000;DIESEL S10;20/07/2026;7,29;;R$ / litro;IPIRANGA
SE;RJ;PETROPOLIS;AUTO POSTO NGF LTDA; 10.203.445/0001-22;ESTRADA UNIAO E INDUSTRIA;3031;POSTO;CORREAS;25720-110;DIESEL S10;21/07/2026;6,94;;R$ / litro;BRANCA
SE;SP;SAO CARLOS;POSTO PANTANAL BORBA GATO LTDA; 09.561.664/0001-02;AVENIDA GETULIO VARGAS;60;;VILA LUTFALLA;13570-390;DIESEL;21/07/2026;6,19;;R$ / litro;RAIZEN
SE;SP;SAO CARLOS;POSTO PANTANAL BORBA GATO LTDA; 09.561.664/0001-02;AVENIDA GETULIO VARGAS;60;;VILA LUTFALLA;13570-390;DIESEL S10;21/07/2026;6,59;;R$ / litro;RAIZEN
SE;RJ;BELFORD ROXO;AUTO POSTO SANTORINI LTDA; 09.633.734/0001-82;RODOVIA PRESIDENTE DUTRA;10726;;ROCHA SOBRINHO;26130-250;DIESEL S10;22/07/2026;6,69;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;PORTAL DO UMARIZAL AUTO POSTO LTDA .; 09.446.293/0001-00;ESTRADA DO CAMPO LIMPO;5340;;PIRAJUSSARA;05787-000;DIESEL S10;21/07/2026;7,49;;R$ / litro;RAIZEN
SE;SP;EMBU DAS ARTES;VANAB POSTO DE SERVICOS E CONVENIENCIAS LTDA; 10.399.379/0001-08;AVENIDA ELIAS YAZBEK;2734;;AGUA MORNA;06803-215;DIESEL S10;23/07/2026;6,79;;R$ / litro;IPIRANGA
NE;BA;JUAZEIRO;AUTO POSTO LORENA LTDA; 10.306.350/0001-34;AVENIDA JOAO DURVAL CARNEIRO;SN;POSTO DE COMBUSTIVEL;CASTELO BRANCO;48906-510;DIESEL;21/07/2026;6,95;;R$ / litro;BRANCA
NE;BA;JUAZEIRO;AUTO POSTO LORENA LTDA; 10.306.350/0001-34;AVENIDA JOAO DURVAL CARNEIRO;SN;POSTO DE COMBUSTIVEL;CASTELO BRANCO;48906-510;DIESEL S10;21/07/2026;6,95;;R$ / litro;BRANCA
SE;SP;SAO BERNARDO DO CAMPO;AUTO POSTO JET-LAV SETTI & SETTI LTDA.; 08.188.903/0001-50;RUA AMERICO BRASILIENSE;444;;CENTRO;09715-020;DIESEL S10;20/07/2026;7,59;;R$ / litro;IPIRANGA
SE;MG;UBERABA;AUTO POSTO SILVAO LTDA; 05.306.929/0001-67;AVENIDA ALEXANDRE BARBOSA;630;;MERCES;38060-200;DIESEL S10;21/07/2026;6,80;;R$ / litro;BRANCA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO AKIRIKO LTDA; 09.529.695/0001-78;AVENIDA RUBENS MONTANARO DE BORBA;36;;JARDIM REGIS;04811-120;DIESEL S10;20/07/2026;6,49;;R$ / litro;IPIRANGA
SE;RJ;SAO GONCALO;POSTO DE GASOLINA SANTA LUZIA LTDA; 10.264.009/0001-63;AVENIDA SANTA LUZIA;190;;SANTA LUZIA;24722-315;DIESEL;20/07/2026;6,89;;R$ / litro;BRANCA
SE;RJ;SAO GONCALO;POSTO DE GASOLINA SANTA LUZIA LTDA; 10.264.009/0001-63;AVENIDA SANTA LUZIA;190;;SANTA LUZIA;24722-315;DIESEL S10;20/07/2026;6,99;;R$ / litro;BRANCA
SE;MG;LEOPOLDINA;POSTO FILINTO DE ANDRADE LTDA; 08.638.750/0001-03;RODOVIA BR 116;S/N;KM 769 + 900 METROS;DA ONÇA;36700-000;DIESEL;20/07/2026;6,69;;R$ / litro;RAIZEN
SE;MG;LEOPOLDINA;POSTO FILINTO DE ANDRADE LTDA; 08.638.750/0001-03;RODOVIA BR 116;S/N;KM 769 + 900 METROS;DA ONÇA;36700-000;DIESEL S10;20/07/2026;6,79;;R$ / litro;RAIZEN
SE;SP;ARARAQUARA;IGAS COMERCIO DE COMBUSTIVEIS LTDA; 10.394.030/0001-83;AVENIDA AROEIRAS;35;;JARDIM AROEIRAS;14800-656;DIESEL S10;20/07/2026;6,99;;R$ / litro;ALE
SE;SP;SAO PAULO;AUTO POSTO GRAN SANTANA LTDA; 10.210.267/0001-67;AVENIDA DR FRANCISCO RANIERI;833;;LAUZANE PAULISTA;02435-061;DIESEL S10;20/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;DIADEMA;POSTO DE SERVICOS 1991 LTDA.; 10.308.272/0001-07;AVENIDA ANTONIO PIRANGA;1991;;CANHEMA;09942-000;DIESEL S10;20/07/2026;7,49;;R$ / litro;IPIRANGA
SE;MG;JOAO MONLEVADE;OSVALDO JORGE E CIA LTDA - ME; 09.396.223/0001-94;AVENIDA GETULIO VARGAS;2985;;BELMONTE;35930-293;DIESEL S10;22/07/2026;6,77;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO BIRIBA LTDA; 10.337.154/0001-27;RUA CANUTO SARAIVA;535;;MOOCA;03113-010;DIESEL S10;20/07/2026;6,69;;R$ / litro;BRANCA
SE;SP;BEBEDOURO;AUTO POSTO CENTENARIO BEBEDOURO LTDA.; 09.648.159/0001-91;AVENIDA PREFEITO EDNER JOSE PIFFER;620;;RESIDENCIAL CENTENARIO;14711-581;DIESEL S10;21/07/2026;7,69;;R$ / litro;IPIRANGA
SE;SP;FRANCA;POSTO MARIO ROBERTO PIT STOP EIRELI; 10.424.656/0001-95;AVENIDA DR. ANTONIO BARBOSA FILHO;50;;JARDIM SAO MIGUEL;14406-000;DIESEL;20/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;FRANCA;POSTO MARIO ROBERTO PIT STOP EIRELI; 10.424.656/0001-95;AVENIDA DR. ANTONIO BARBOSA FILHO;50;;JARDIM SAO MIGUEL;14406-000;DIESEL S10;20/07/2026;6,99;;R$ / litro;IPIRANGA
S;PR;CAMBE;B. R. A COMÉRCIO DE COMBUSTÍVEIS LTDA.; 09.577.621/0001-07;RODOVIA MELO PEIXOTO BR-369;S/N;KM 163;PERÍMETRO URBANO;86192-170;DIESEL S10;22/07/2026;7,59;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;ESTAÇÃO COMERCIO DE COMBUSTIVEIS LTDA; 09.208.036/0001-30;AVENIDA  ARAPONGAS;1;;CENTRO;86701-000;DIESEL S10;22/07/2026;7,39;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;VITRINE - COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 10.257.070/0001-83;AVENIDA JUNDIAI;770;;ANHANGABAU;13208-051;DIESEL S10;23/07/2026;7,27;;R$ / litro;RAIZEN
SE;SP;PRAIA GRANDE;AUTO POSTO VILA ANTARTICA LTDA; 10.497.104/0001-07;AVENIDA MINISTRO MARCOS FREIRE;S/N;QUADRAN DO LOTE 01;VILA ANTARTICA;11721-000;DIESEL S10;20/07/2026;7,19;;R$ / litro;BRANCA
NE;BA;EUNAPOLIS;AUTO POSTO DESEJO LTDA.; 09.622.438/0001-86;AVENIDA DAVID JONAS FADINI;2798;;JUCA ROSA;45823-431;DIESEL;23/07/2026;7,67;;R$ / litro;BRANCA
NE;BA;EUNAPOLIS;AUTO POSTO DESEJO LTDA.; 09.622.438/0001-86;AVENIDA DAVID JONAS FADINI;2798;;JUCA ROSA;45823-431;DIESEL S10;23/07/2026;7,90;;R$ / litro;BRANCA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO IMPERIO DAS NACOES LTDA.; 09.274.702/0001-38;AVENIDA NACOES UNIDAS;22285;;BAIRRO VARZEA BAIXA;04795-100;DIESEL S10;20/07/2026;6,49;;R$ / litro;BRANCA
SE;RJ;BARRA MANSA;POSTO NACOES UNIDAS LTDA; 10.483.100/0001-70;AVENIDA TENENTE JOSE EDUARDO;25;LOTE  1A B;ANO BOM;27323-240;DIESEL;20/07/2026;7,09;;R$ / litro;VIBRA
SE;RJ;BARRA MANSA;POSTO NACOES UNIDAS LTDA; 10.483.100/0001-70;AVENIDA TENENTE JOSE EDUARDO;25;LOTE  1A B;ANO BOM;27323-240;DIESEL S10;20/07/2026;7,29;;R$ / litro;VIBRA
CO;GO;AGUAS LINDAS DE GOIAS;AUTO POSTO JURACI JUNIOR LTDA - ME; 09.373.967/0001-93;QUADRA 06;S/N;LOTE  14, 15, 16;SETOR JARDIM QUERENCIA;72910-000;DIESEL;20/07/2026;6,99;;R$ / litro;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;AUTO POSTO JURACI JUNIOR LTDA - ME; 09.373.967/0001-93;QUADRA 06;S/N;LOTE  14, 15, 16;SETOR JARDIM QUERENCIA;72910-000;DIESEL S10;20/07/2026;6,99;;R$ / litro;BRANCA
SE;MG;ITAJUBA;AUTO POSTO C & J DE ITAJUBA LTDA; 10.547.450/0001-52;RUA TERTULIANO PINTO RIBEIRO;270;;VARGINHA;37501-174;DIESEL S10;23/07/2026;6,82;;R$ / litro;BRANCA
SE;SP;TABOAO DA SERRA;CENTRO AUTOMOTIVO BUSCA VIDA LTDA; 09.382.471/0001-86;RUA JOAO SANTUCCI;425;ANEXO X AV.FCO ETTORE P.MA;VILA SANTA LUZIA;06754-090;DIESEL S10;21/07/2026;7,36;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;POSTO E BOULEVARD PORTAL DE JUNDIAI LTDA; 08.615.229/0001-42;AVENIDA DAS INDUSTRIAS;1801;;DISTRITO INDUSTRIAL;13213-100;DIESEL S10;23/07/2026;7,29;;R$ / litro;BRANCA
SE;SP;OSASCO;AUTO POSTO ATENCIOSO LTDA.; 10.371.676/0001-45;RUA GARIBALDI;55;;JARDIM PIRATININGA;06233-080;DIESEL;20/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;OSASCO;AUTO POSTO ATENCIOSO LTDA.; 10.371.676/0001-45;RUA GARIBALDI;55;;JARDIM PIRATININGA;06233-080;DIESEL S10;20/07/2026;6,89;;R$ / litro;VIBRA
S;PR;CASCAVEL;STOPETROLEO S.A. - COMERCIO DE DERIVADOS DE PETROLEO; 09.160.226/0036-54;AVENIDA PRESIDENTE TANCREDO NEVES;1402;;CENTRO;85804-260;DIESEL;24/07/2026;6,79;;R$ / litro;BRANCA
S;PR;CASCAVEL;STOPETROLEO S.A. - COMERCIO DE DERIVADOS DE PETROLEO; 09.160.226/0036-54;AVENIDA PRESIDENTE TANCREDO NEVES;1402;;CENTRO;85804-260;DIESEL S10;24/07/2026;6,89;;R$ / litro;BRANCA
S;PR;LONDRINA;AUTO POSTO BRASILIA DE LONDRINA LTDA; 08.858.554/0001-36;AVENIDA BRASILIA;5250;;VILA YARA;86027-020;DIESEL;21/07/2026;6,39;;R$ / litro;IPIRANGA
S;PR;LONDRINA;AUTO POSTO BRASILIA DE LONDRINA LTDA; 08.858.554/0001-36;AVENIDA BRASILIA;5250;;VILA YARA;86027-020;DIESEL S10;21/07/2026;7,19;;R$ / litro;IPIRANGA
SE;RJ;RIO DE JANEIRO;POSTO DE ABASTECIMENTO BARRA MONTEIRO LTDA; 09.329.262/0001-79;ESTRADA DO MONTEIRO;1697;;CAMPO GRANDE;23036-340;DIESEL S10;20/07/2026;6,99;;R$ / litro;RAIZEN
SE;SP;ITANHAEM;ECOPOSTO AVATARES LTDA.; 10.555.297/0001-05;AVENIDA GONCALO MONTEIRO;1285;;ESTANCIA BALNEARIO DE ITANHAEM;11740-000;DIESEL;20/07/2026;6,89;;R$ / litro;VIBRA
SE;SP;ITANHAEM;ECOPOSTO AVATARES LTDA.; 10.555.297/0001-05;AVENIDA GONCALO MONTEIRO;1285;;ESTANCIA BALNEARIO DE ITANHAEM;11740-000;DIESEL S10;20/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;OSASCO;ARV AUTO POSTO LTDA.; 10.602.106/0001-19;RUA PROFESSOR JOSE AZEVEDO MINHOTO;580;;QUITAUNA;06114-000;DIESEL;20/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;OSASCO;POSTO DE SERVICOS 2500 LTDA.; 10.400.896/0001-50;RUA ANTONIO JOSE NURCHIS;2500;;VILA YOLANDA;06124-080;DIESEL S10;20/07/2026;6,99;;R$ / litro;IPIRANGA
SE;RJ;RESENDE;RODOGAS POSTO PRESIDENTE LTDA; 31.458.516/0001-08;AVENIDA DR JEFFERSON GERALDO BRUNO;2850;;PARAISO;27534-010;DIESEL S10;20/07/2026;6,89;;R$ / litro;BRANCA
S;PR;TOLEDO;POSTO ROTA 21 LTDA.; 09.455.172/0001-24;RUA BARAO DO RIO BRANCO;3233;;VILA INDUSTRIAL;85905-040;DIESEL;20/07/2026;7,19;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO BELLAGIO LTDA; 10.142.625/0001-41;AVENIDA INAJAR DE SOUZA;3550;;DO LIMAO;02716-000;DIESEL S10;21/07/2026;6,89;;R$ / litro;RAIZEN
S;PR;CASTRO;CONDOR AUTO POSTO CASTRO LTDA; 10.327.548/0001-02;RUA CORONEL OLEGARIO DE MACEDO;175;SALA  01;VILA RIO BRANCO;84165-690;DIESEL;23/07/2026;5,99;;R$ / litro;IPIRANGA
S;PR;CASTRO;CONDOR AUTO POSTO CASTRO LTDA; 10.327.548/0001-02;RUA CORONEL OLEGARIO DE MACEDO;175;SALA  01;VILA RIO BRANCO;84165-690;DIESEL S10;23/07/2026;6,59;;R$ / litro;IPIRANGA
SE;MG;BELO HORIZONTE;POSTO MARIO WERNECK LIMITADA; 03.665.115/0001-93;AVENIDA CRISTIANO MACHADO;9292;;MINASLANDIA;31812-112;DIESEL;21/07/2026;6,29;;R$ / litro;IPIRANGA
SE;MG;BELO HORIZONTE;POSTO MARIO WERNECK LIMITADA; 03.665.115/0001-93;AVENIDA CRISTIANO MACHADO;9292;;MINASLANDIA;31812-112;DIESEL S10;21/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;RA COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 05.600.537/0001-06;RUA AUGUSTO SACCOMANI;33;;JARDIM TORRES DE SAO JOSE;13214-522;DIESEL;23/07/2026;6,90;;R$ / litro;RAIZEN
SE;SP;JUNDIAI;RA COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 05.600.537/0001-06;RUA AUGUSTO SACCOMANI;33;;JARDIM TORRES DE SAO JOSE;13214-522;DIESEL S10;23/07/2026;7,22;;R$ / litro;RAIZEN
NE;BA;IPIRA;AUTO POSTO SAO JOAO LTDA; 13.625.629/0001-79;RODOVIA BA 052;S/N;KM 85;CENTRO;44600-000;DIESEL;23/07/2026;7,89;;R$ / litro;VIBRA
SE;RJ;CABO FRIO;POSTO TREVO DE OGIVA LTDA.; 08.747.197/0001-39;ESTRADA DO CONTORNO;1;QUADRA 2 LOTE 19;CHACARA DO PERO;28905-970;DIESEL;20/07/2026;7,59;;R$ / litro;RAIZEN
SE;SP;MOGI GUACU;AUTO POSTO NOVA CANAA LTDA; 09.374.342/0001-46;AVENIDA WALDOMIRO GARCIA DE OLIVEIRA;35;;PARQUE RESIDENCIAL NOVA CANAA;13848-650;DIESEL;21/07/2026;6,89;;R$ / litro;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO NOVA CANAA LTDA; 09.374.342/0001-46;AVENIDA WALDOMIRO GARCIA DE OLIVEIRA;35;;PARQUE RESIDENCIAL NOVA CANAA;13848-650;DIESEL S10;21/07/2026;6,99;;R$ / litro;BRANCA
NE;BA;BARREIRAS;AUTO POSTO CENTER LTDA; 08.113.064/0002-91;AVENIDA CLERISTON ANDRADE;1007;;CENTRO;47800-193;DIESEL;21/07/2026;7,59;;R$ / litro;VIBRA
NE;BA;BARREIRAS;AUTO POSTO CENTER LTDA; 08.113.064/0002-91;AVENIDA CLERISTON ANDRADE;1007;;CENTRO;47800-193;DIESEL S10;21/07/2026;7,69;;R$ / litro;VIBRA
SE;SP;SAO BERNARDO DO CAMPO;MEGA POSTO ASSUNCAO LTDA; 09.437.341/0001-01;AVENIDA CAPITAO CASA;1701;ANEXO 1703;DOS CASA;09812-000;DIESEL;20/07/2026;7,14;;R$ / litro;VIBRA
SE;SP;SAO BERNARDO DO CAMPO;MEGA POSTO ASSUNCAO LTDA; 09.437.341/0001-01;AVENIDA CAPITAO CASA;1701;ANEXO 1703;DOS CASA;09812-000;DIESEL S10;20/07/2026;7,19;;R$ / litro;VIBRA
SE;SP;UBATUBA;AUTO POSTO OCEANO LTDA; 10.599.431/0001-70;RUA DONA MARIA ALVES;604;;CENTRO;11680-000;DIESEL S10;23/07/2026;6,97;;R$ / litro;BRANCA
SE;SP;SALTO;AUTO POSTO PEROLA DE SALTO LTDA; 10.698.591/0001-76;RUA MARECHAL DEODORO;1168;;VILA NOVA;13322-030;DIESEL;22/07/2026;5,99;;R$ / litro;BRANCA
SE;SP;SALTO;AUTO POSTO PEROLA DE SALTO LTDA; 10.698.591/0001-76;RUA MARECHAL DEODORO;1168;;VILA NOVA;13322-030;DIESEL S10;22/07/2026;6,49;;R$ / litro;BRANCA
S;RS;CRUZ ALTA;ABASTECEDORA DE COMBUSTÍVEIS DJ LTDA.; 10.384.200/0003-00;AVENIDA SATURNINO DE BRITO;1177;;VILA CONCEICAO;98040-070;DIESEL;23/07/2026;6,39;;R$ / litro;IPIRANGA
S;RS;CRUZ ALTA;ABASTECEDORA DE COMBUSTÍVEIS DJ LTDA.; 10.384.200/0003-00;AVENIDA SATURNINO DE BRITO;1177;;VILA CONCEICAO;98040-070;DIESEL S10;23/07/2026;6,89;;R$ / litro;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO GALEGO DO RIO DA PRATA LTDA; 09.042.671/0001-90;ESTRADA DO CABUCU;1765;;CAMPO GRANDE;23017-250;DIESEL S10;20/07/2026;7,19;;R$ / litro;BRANCA
SE;SP;UBATUBA;UBATUBA SERVICOS AUTOMOTIVOS LTDA; 08.967.293/0001-92;RUA ANTONIO MARQUES DO VALE;146;;CENTRO;11680-000;DIESEL S10;23/07/2026;6,98;;R$ / litro;ALE
S;PR;PATO BRANCO;STANG & STANG LTDA; 08.033.253/0013-07;AVENIDA TUPI;5826;;MORUMBI;85507-000;DIESEL;20/07/2026;6,09;;R$ / litro;STANG
S;PR;PATO BRANCO;STANG & STANG LTDA; 08.033.253/0013-07;AVENIDA TUPI;5826;;MORUMBI;85507-000;DIESEL S10;20/07/2026;6,59;;R$ / litro;STANG
S;RS;BENTO GONCALVES;SIM REDE DE POSTOS LTDA; 07.473.735/0019-00;AVENIDA OSVALDO ARANHA;1514;SALA A;CIDADE ALTA;95700-010;DIESEL S10;22/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;INDAIATUBA;AUTO POSTO JARDIM COLONIAL LTDA; 10.549.635/0001-04;AVENIDA MANOEL RUZ PERES;2550;;JARDIM HUBERT;13345-812;DIESEL S10;22/07/2026;6,99;;R$ / litro;RAIZEN
SE;MG;MONTES CLAROS;TRIALEM COMBUSTIVEIS LTDA; 10.572.553/0001-72;RODOVIA BR-365;267;"LETRA: C; KM: 0 TREVO ANEL ROD SUL;";MAJOR PRATES;39403-203;DIESEL;23/07/2026;6,45;;R$ / litro;IPIRANGA
SE;MG;MONTES CLAROS;TRIALEM COMBUSTIVEIS LTDA; 10.572.553/0001-72;RODOVIA BR-365;267;"LETRA: C; KM: 0 TREVO ANEL ROD SUL;";MAJOR PRATES;39403-203;DIESEL S10;23/07/2026;6,65;;R$ / litro;IPIRANGA
NE;BA;BRUMADO;POSTO DE COMBUSTIVEIS TURMALINA LTDA - ME; 09.504.729/0001-70;RUA DR. MARIO MEIRA;40;CASA;CENTRO;46100-000;DIESEL S10;22/07/2026;7,59;;R$ / litro;PETROBAHIA
SE;MG;UBA;COMERCIO E DISTRIBUICAO SALES LTDA; 05.418.619/0017-00;RUA DE PEDESTRE FREI CORNELIO;14;;LAURINDO DE CASTRO;36500-001;DIESEL;21/07/2026;6,99;;R$ / litro;BRANCA
S;RS;PORTO ALEGRE;COMERCIAL DE COMBUSTIVEIS RAMIRO LTDA; 10.520.277/0001-07;RUA RAMIRO BARCELOS;238;;FLORESTA;90035-000;DIESEL;23/07/2026;6,48;;R$ / litro;RAIZEN
SE;SP;ITATIBA;CALOPSYTA COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 10.785.683/0001-93;AVENIDA MARECHAL CASTELO BRANCO;760;;JARDIM DA LUZ;13255-350;DIESEL;22/07/2026;6,09;;R$ / litro;VIBRA
SE;SP;ITATIBA;CALOPSYTA COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 10.785.683/0001-93;AVENIDA MARECHAL CASTELO BRANCO;760;;JARDIM DA LUZ;13255-350;DIESEL S10;22/07/2026;6,69;;R$ / litro;VIBRA
SE;MG;JUIZ DE FORA;PAPAGAIO COMÉRCIO E DERIVADOS DE PETRÓLEO LTDA; 10.515.414/0001-07;RUA DOUTOR  JOSE EUTROPIO;281;;SANTA TEREZINHA;36045-480;DIESEL S10;21/07/2026;7,59;;R$ / litro;VIBRA
SE;SP;SAO JOSE DOS CAMPOS;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.256.893/0031-56;AVENIDA FEIRA DE SANTANA;10;;JARDIM VALE DO SOL;12238-000;DIESEL;20/07/2026;5,99;;R$ / litro;BRANCA
SE;SP;SAO JOSE DOS CAMPOS;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.256.893/0031-56;AVENIDA FEIRA DE SANTANA;10;;JARDIM VALE DO SOL;12238-000;DIESEL S10;20/07/2026;6,49;;R$ / litro;BRANCA
S;RS;GUAIBA;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA; 03.358.858/0007-06;RUA SANTA MARIA;1225;;LOTEAMENTO DA RAMADA;92500-000;DIESEL S10;23/07/2026;6,39;;R$ / litro;IPIRANGA
S;RS;GUAIBA;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA; 03.358.858/0007-06;RUA SANTA MARIA;1225;;LOTEAMENTO DA RAMADA;92500-000;DIESEL;23/07/2026;6,19;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO LIRITAPURA LTDA; 07.441.746/0001-80;RUA MELO FREIRE;1232;;TATUAPE;03314-030;DIESEL S10;22/07/2026;7,79;;R$ / litro;IPIRANGA
SE;SP;FRANCA;POSTO ACESSO LIVRE LTDA - ME; 10.555.147/0001-00;AV. DR. SEVERINO TOSTES MEIRELLES;2460;;DISTRITO INDUSTRIAL;14406-004;DIESEL;20/07/2026;5,95;;R$ / litro;BRANCA
SE;SP;FRANCA;POSTO ACESSO LIVRE LTDA - ME; 10.555.147/0001-00;AV. DR. SEVERINO TOSTES MEIRELLES;2460;;DISTRITO INDUSTRIAL;14406-004;DIESEL S10;20/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;ITAQUAQUECETUBA;AUTO POSTO KIKA LTDA; 09.610.316/0001-70;ESTRADA ALBERTO HINOTO;1354;;VILA ZEFERINA;08576-015;DIESEL S10;21/07/2026;6,99;;R$ / litro;IPIRANGA
S;PR;PONTA GROSSA;AUTO POSTO CINCO PRIMOS LTDA; 10.616.131/0001-51;AVENIDA ANITA GARIBALDI;1000;;ORFAS;84015-050;DIESEL S10;20/07/2026;6,79;;R$ / litro;VIBRA
SE;SP;SAO PAULO;AUTO POSTO RENOVACAO DE SAO MATEUS LTDA; 10.768.332/0001-74;AVENIDA SAPOPEMBA;12239;.;JARDIM ADUTORA;03989-010;DIESEL;20/07/2026;6,29;;R$ / litro;BRANCA
S;PR;CASCAVEL;M.N.M. COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 09.020.402/0001-22;RODOVIA BR 277;S/N;KM    582,4 - L E;AUTODROMO;85803-650;DIESEL;23/07/2026;5,99;;R$ / litro;IPIRANGA
S;PR;CASCAVEL;M.N.M. COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 09.020.402/0001-22;RODOVIA BR 277;S/N;KM    582,4 - L E;AUTODROMO;85803-650;DIESEL S10;23/07/2026;6,59;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;LAVANDISCA AUTO POSTO LTDA; 08.963.218/0001-53;ALAMEDA JAUAPERI;571;;INDIANOPOLIS;04523-012;DIESEL S10;21/07/2026;7,69;;R$ / litro;IPIRANGA
SE;SP;ITAPOLIS;COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS; 45.236.791/0088-42;AVENIDA CARLOS ADOLFSON;2070;;CENTRO;14900-000;DIESEL S10;21/07/2026;6,99;;R$ / litro;IPIRANGA
